 88. The words used in the audit opinion depend on the basis of accounting employed are given below. Pick the incorrect one,(a) Properly presents-Cash based accounting,(b) Presents fairly-Accrual based accounting,(c) True and fair view- Full Accrual basis accounting,(d) None of the given.,B,
 89. Every field office will prepare the detailed annual programme for financial (attest) audits of various auditee entities (including the Union / State / Union Territory Government concerned) to be undertaken during the ensuing financial year in the month of ,(a) March,(b) April,(c) August ,(d) January,D,
" 90. Pick the correct one i. A single detailed audit plan will integrate and include Central audit of vouchers and other records, routine inspections (phase audit), financial (attest) audits and performance audits ii. Financial Attest Audit is a mandatory audit iii. Normally the financial audits are of recurring nature every year. iv. If required, audit resources may be diverted from other non-mandatory audits for carrying mandatory financial (attest) audits.","(a) i, ii and iv ","(b) ii, iii and iv ","(c) i, iii and iv ",(d) All of the above.,D,
 91. Steps in planning process of financial attest audit are ,(a) Understanding the auditee entity>auditee entity operation>Materiality>Risk Assessment>Plan finalisation ,(b) Plan Finalisation> Understanding the auditee entity>auditee entity operation>Materiality>Risk Assessment ,(c) Understanding the auditee entity>auditee entity operation> Risk Assessment>Materiality> Plan finalisation ,(d) Plan Finalisation> Understanding the auditee entity>auditee entity operation> Risk Assessment >Materiality,A,
" 92. State whether true or false: In cases where the Treasuries and Pay and Accounts Offices are inspected by the Office of the Accountant General (A&E), the inspection should include carrying out a review of the IT systems used by the Treasuries and Pay and Accounts Offices and copies of the inspection reports should be sent to the Office of the Accountant General (Civil Audit).",(a) True,(b) False,,,A,
" 93. In cases where there are developing systems, the use of IT is extensive or the entity’s computer systems are assessed as being very important or technologically complex, the review of the IT systems of Treasuries and PAO is required to be done",(a) by hiring an IT professional ,(b) by associating IT trained personnel of AG (A&E),(c) by associating IT audit trained personnel of audit office,(d) by IT system developer and steering committee of Treasuries and PAOs,C,
 94. External IT experts ,(a) shall not be appointed ,(b) may be associated only with the prior approval of Headquarters Office ,(c) may be associated only with the prior approval of A.G (Audit) concerned,(d) may be associated only with the prior approval of Head of the auditee entity’s Department/Ministry,B,
" 95. i. The control environment comprises the conditions under which the entity’s accounting process and internal controls are designed, implemented and function. ii. Based on the understanding, the audit team should seek to arrive at a conclusion as to whether the control environment is generally conducive to reliable accounting systems and effective internal control and determines if specific components increase or decrease the effectiveness of some or all application systems and controls.iii. If, based on understanding of the control environment, the audit team has fundamental doubt about the effectiveness of the accounting system or controls, this should not be reported to the entity and kept in mind while carrying financial audit iv. To obtain an understanding of the control environment, Audit needs to consider (i) management's characteristics, philosophy, operating style and commitment to accurate financial reporting, (ii) the operating environment and culture (iii) management's commitment to designing and maintaining reliable accounting systems and (iv) the ability of management to control the operations","(a) ii, iii and iv ","(b) i, ii and iv ","(c) i, iii and iv ",(d) All of the above.,B,
 96. Analytical procedures can i. serve as part of the risk assessmentii. identify non-routine and unusual transactions and balances iii. confirm and also improve on our understanding of the businessiv. be used as a starting point for substantive assurance,"(a) ii, iii and iv ","(b) i, ii and iv ","(c) i, iii and iv ",(d) All of the above.,D,
 97. It will usually be necessary to base the analytical procedures oni. previous years’ audit reports ii. interim financial statementsiii. budgets or estimatesiv. prior period's financial statementsv. any other Management Information,"(a) i, ii, iii and iv ","(b) i, ii, iii and v ","(c) ii, iii, iv and v ",(d) All of the above,C,
" 98. Classes of assets, liabilities, income and expenditure which have similar underlying characteristics and transaction streams are called",(a) Audit areas ,(b) Account area,(c) Transaction area,(d) Functional area,B,
 99. Pick the incorrect one,(a) All audit areas should be assessed for significance and non-significance to the financial statements ,(b) This analysis should be based upon materiality by value and not materiality by nature and context,(c) The results of auditor’s Understanding the operations (business) of the entity should also inform this assessment ,"(d) Identification of non-significant audit areas is usually dependent upon analysing audit areas into their smaller constituent parts. The auditors can make use of accounts, trial balance, print out of ledger accounts, etc. when doing this.",B,
 100. At which stage the audit team is concerned primarily with materiality by value?,(a) Planning Stage,(b) Execution Stage,(c) Reporting Stage,(d) All the stages,A,
 101. Who shall determine an appropriate materiality base and planning materiality in the course of financial attest audit? ,(a) the CAG ,(b) the Head of the audit team ,(c) the A.G (Audit),(d)Planning Committee of field office,C,
 102. Misclassification of revenue expenditure resulting in a saving in a grant when in fact there has been an excess is materiality by,(a) value,(b) nature,(c) context ,"(d) combination of value, nature and context.",C,
" 103. Some of the important risk indicators are i. Previous Audit Observations with amounts involved not yet settled ii. Number and amount of accounting adjustments made in last 5 years iii. Changes in key management and accounts personnel in last 5 years iv. Any new activities undertaken and any formation of new offices, branches, locations, etc. during the period under audit",(a) i and iv ,(b) ii and iii ,"(c) i, ii and iii ",(d) All of the above,A,
 104. Which of the following is not a risk indicator ,(a) Expenditure trends ,(b) Income trends ,(c) Persistent and unexplained excess drawals ,(d) Political or managerial sensitivity of activities,B,
 105. A separate Standing Order on the position of Audit in relation to fraud and corruption was issued by the Headquarters Office in,(a) 2004,(b) 2007 ,(c) 2005,(d) 2006,D,
" 106. The risk defined as the susceptibility of an account balance to material misstatement, irrespective of related internal controls is",(a) Control Risk ,(b) Inherent Risk ,(c) Detection Risk,(d) Secret Risk,B,
 107. The levels/degree of inherent risk can be recognised in audit,"(a) five- Extreme Risk, High Risk, Medium Risk, Low Risk and No Risk",(b) two-High Risk and Low Risk,"(c) four- High Risk, Medium Risk, Low Risk and No Risk ","(d) three-High Risk, Medium Risk and Low Risk",D,
 108. Inherent risks are identified at two level,(a) Entity level and Audit area level,(b) Entity level and Accounts areas level,(c) Entity level and Operation level ,(d) Entity level and Regulation level,B,
 109. Factors which can be taken for the purpose of risk identification at the entity level arei. the overall control environmentii. external pressures on the entityiii. experience and competence of staffiv. reliability of accounting systemsv. stability of the entity,"(a) i, ii, iii and iv ","(b) i, ii, iii and v ","(c) ii, iii, iv and v ",(d) All of the above,D,
 110. Factors which can be taken for the purpose of risk identification at the accounts area level arei. Transactions governed by complex regulationsii. Services and programmes delivered through third parties iii. Transactions not in the normal course of business or operationsiv. Payments and receipts made on the basis of claims or declarations rather than in exchange for goods and services. v. Single source of funds ,"(a) i, ii, iii and iv ","(b) i, ii, iii and v ","(c) ii, iii, iv and v ",(d) All of the above,A,
" 111. Match the given Sl. No. Risk Area Sl. No. Mitigating Control A Complex regulations I Management may require internal checking at a higher level than in normal circumstances. B Services delivered by third parties II Management may draw evidence on claimants' circumstances from other sources, or exercise rights of investigation C Payments on the basis of claims III Management may require independent verification by external or internal inspectors or auditors D Unusual transactions IV management may ensure clear desk instructions for all staff concerned; ","(a) A-I, B-II, C-III and D-IV","(b) A-II, B-I, C-IV and D-III","(c) A-IV, B-III, C-II and D-I ","(d) A-IV, B-I, C-II and D-III",C,
 112. Pick the correct one ,(a) All the cases where the audit team identifies specific risk factors without corresponding mitigating controls should be specially kept in view in deciding the audit approach.,(b) Such cases should also be brought to the notice of the Accountant General (Audit) for possible introduction of mitigating controls ,(c) Both a & B ,(d) None of the given.,A,
 113. The process for identifying material risk factors has,(a) two key stages,(b) three key stages ,(c) five key stages,(d) six key stages.,D,
" 114. The VLC data containing Drawing and Disbursing Officer (DDO)-wise information on various parameters like monthly expenditure pattern, expenditure on contingencies, AC bills pending, position of PD accounts etc., would help in risk assessment and selection of DDOs for audit with respect to financial attest audit of",(a) Central Government,(b) State Government,(c) Both Central and State Government,(d) Government Corporation and Companies,B,
 115. A cost-effective audit approach is one that achieves the objective of ,(a) minimising sampling risk - the risk that audit procedures will fail to detect material misstatement or irregularity due to drawing a non-representative sample; ,(b) minimising audit cost - by achieving the most efficient deployment of audit resources taking account the overall timetable and minimising potential disruption to the normal functioning of the auditee ,(c) maximising assurance on the audit objectives. ,"(d) an optimum mix of as given above in a, b and c",D,
" 116. The substantive procedures can be performed at one of three levels, depending on the amount of assurance required. They are ","(a) High, Medium and Low ","(b) Intense, Focused and Normal ","(c) Focused, Standard and Minimum","(d) Exceptional, Special and General",C,
" 117. For each audit objective where specific risk factors were identified, the audit team should",(a) rely on mitigating controls and perform a minimum level of substantive procedures,(b) perform focused substantive procedures ,(c) Both a and b ,(d) either a or b,D,
" 118. State whether true or false:  Where reporting deadlines are tight, or if there are constraints on audit resources at the time of main audit visit, the audit team should normally perform some of the substantive procedures at an interim date. ",(a) True,(b) False,,,A,
" 119. Where the team audits income or expenditure or receipts and payments figures at an interim date, it can adopt audit approaches to the remainder of the accounting period at the time of final audit ","(a) place reliance on controls, together with a minimum level of substantive procedures",(b) perform a standard level of substantive procedures. ,(c) Both a and b ,(d) either a or b,D,
 120. Detailed audit programmes explaining the procedures to be followed by the audit team in order to implement the chosen audit approach should be prepared,(a) before determining audit approach but after preparing audit planning memorandum ,(b) after determining audit approach and preparing audit planning memorandum ,(c) before determining audit approach and preparing audit planning memorandum ,(d) after determining audit approach but before preparing audit planning memorandum,B,
" 121. In the case of State Government Accounts, the planning should cover the",(a) central audit function,(b) Central Audit and local audit functions ,"(c) Central Audit, local audit and information technology audit functions",(d) Central Audit and information technology audit functions,C,
" 122. Pick the correct ones i. In the case of Union Government Accounts, the three Offices of Director General Audit (Central Revenues), Principal Director of Audit (Economic and Service Ministries) and Principal Director of Audit (Scientific Departments) should prepare Audit Plans in respect of financial audit of the Departments covered by their respective offices. ii. Where other Sub Auditors carry out the financial audit of some Departments and provide an audit certificate to the Principal Auditor (as in the case of Railways, Posts and Defence), the respective Sub Auditors should prepare their Audit Plans. iii. The Office of the Director General Audit (Central Revenues) may require other Sub Auditors and the Offices of the State Accountants General to carry out test audit of the transactions of field offices of the Union Government Ministries / Departments covered under their audit jurisdiction.iv. When the auditee entity falls under the audit jurisdiction of more than one audit office, the audit planning should be carried out by the primary auditor without the involvement of the sub-auditor.","(a) i, ii and iii ","(b) i, iii and iv ","(c) i, ii and iv ",(d) All of the above,A,
 123. Based on the planning process who may revise/ update auditee specific sub-directions to be issued to the statutory auditors in respect of supplementary audit of Government Companies?,"(a) Headquarter Officer, CAG ",(b) A.G concerned,(c) AG with the prior consent of the Headquarter,"(d) Headquarter Officer, CAG with prior consent of A.G concerned",B,
" 124. The letter sent by the A.G to the secretary / chief executive of the entity, communicating the launch of the audit along with the entity units tentatively selected for audit, respective responsibilities of Audit and the entity management, the time-frame for audit and request him/her to issue necessary directions to the functional officers and field units to provide documents is called",(a) Letter of Understanding ,(b) Engagement Letter ,(c) Letter of Understanding for statutory financial attest audit and Engagement Letter for and non-statutory audit,(d) Engagement Letter for statutory financial attest audit and Letter of Understanding for non-statutory audit,C,
" 125. Pick the correct one regarding the reliability of audit evidencei. Evidence, of which the auditor has direct personal knowledge, is the most reliable evidence.ii. Independent evidence obtained from external sources is more reliable than internal evidence (obtained from the audited entity) if that evidence is truly independent and complete.iii. Visual evidence is highly reliable for confirming the existence of assets as well as their ownership and value. iv. Drawing conclusions solely through examining relationships between figures in the account (analytical review) is less reliable evidence.","(a) i, ii and iv ","(b) i, ii and iii ","(c) ii, iii and iv ",(d) All of the above,A,
 126. Pick the correct one regarding reasonable audit evidence ,(a) Reasonable audit evidence is information that is economical in that the cost of gathering it is commensurate with the result that the auditor is trying to achieve. ,"(b) Generally, audit evidence is persuasive rather than conclusive and, for this reason, the auditor should seek evidence from different sources or of a different nature to support the same audit objective.",(c) None of the given,(d) Both a and b,D,
 127. Pick the incorrect one ,(a) Audit should ensure that evidence obtained from deliberations or interviews with executives is documented and signed by both the participating audit personnel and executives. ,(b) Interview substitute the direct audit procedure and therefore evidence gathered is not required to be cross-checked through verification of records. ,"(c) In auditing government accounts, evidence may not be obtained by making independent enquiries from private individuals or members of the general public ",(d) Evidence may be gathered by enquiry from third parties through a reputed agency only when Audit is of the view that the evidence gathered directly from the auditee organisation is insufficient to arrive at proper conclusions.,B,
 128. How may testing control approaches are there in financial attest audit? ,(a) five,(b) four ,(c) three,(d) two,D,
 129. Pick the correct about testing control methods,(a) enquiry and confirmation ,(b) observation.,(c) sampling ,(d) All of the above,D,
 130. The failures of key controls should be reported to,(a) management through management letter ,(b) Government through letter of understanding ,(c) Parliament/Legislature as the case may be ,(d) All of the above.,A,
" 131. Before sampling any transactions the auditors should carry out a preliminary review of the listing of population items, which should include the application of planning analytical procedures and the same is intended to i. establish that the sampling frame the auditors intend to sample from does, in fact, match the planning expectations (for example, in terms of completeness) ii. contribute to auditors’ judgement as to where the main sensitivities or risks are in the population iii. provide an analysis of the population, as a basis for grouping the population by transaction type or value iv. allow auditors to determine our sampling methodology and enable auditors to decide which sampling unit should be tested","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv ",(d) All of the above.,D,
 132. An error which will only occur in defined circumstances and hence affects only a proportion of the population is ,(a) random error ,(b) planned error,(c) systematic error,(d) unexpected error,C,
 133. An error which could have also occurred in any of the transactions that were not selected for testing is ,(a) unexpected error,(b) random error,(c) planned error ,(d) systematic error,B,
" 134. If the Accountant General concludes that the tests of detail do not indicate material misstatement or irregularity in any account area, then he",(a) may not take the planned level of substantive assurance ,(b) may take the planned level of substantive assurance ,(c) may revise the audit approach,(d) All of the above,B,
" 135. i. If the A.G concludes that there is material misstatement in the financial statements, then he should request the auditee entity to make appropriate disclosures in or adjustments to the financial statements. Ii. Where they do not agree to make appropriate disclosures in or adjustments to the financial statements, then the Accountant General should propose a qualified opinion. iii. If the Accountant General concludes that there is material irregularity then he should propose a qualified opinion, if the irregularity is not capable of correction by management. iv. Sometimes, the Accountant General may conclude that material misstatement or irregularity might be present, but he is unable to quantify it. This would usually occur due to a limitation on the scope of work. In such a situation, he may propose a disclaimer of opinion.","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv ",(d) All of the above,D,
 136. Which is regarded as an opportunity for the entity to discuss the audit findings with the audit representatives. This also affords opportunity to the audit officer/group supervisory officer to clarify any points of doubt that the entity may like to raise?,(a) Exit conference,(b) Entry Conference,(c) Settlement Conference ,(d) Review Conference,A,
137,"(a) The audit working papers should document the audit procedures undertaken, the conclusions drawn and the implications for the audit opinion. They should record the reasoning on all significant matters where the members of the audit teams have exercised judgment. ",(b) The audit working papers help individual audit team members ensure that they have completed all the work necessary and provide the evidence to back up the opinion reached and allow review of the audit work to be carried out. ,(c) both a & b ,(d) None of the above,C,
 138. The acid test for good documentation is that,"(a) an experienced auditor with no previous connection with the audit should be able, without difficulty, to ascertain the evidence gathered and understand and support the conclusions reached ","(b) an experienced auditor with previous connection with the audit should be able, without difficulty, to ascertain the evidence gathered and understand and support the conclusions reached ","(c) an unexperienced auditor with no previous connection with the audit should be able, without difficulty, to ascertain the evidence gathered and understand and support the conclusions reached ","(d) an unexperienced auditor with previous connection with the audit should be able, without difficulty, to ascertain the evidence gathered and understand and support the conclusions reached",A,
" 139. Quality in fieldwork is assured through i. Adherence to the Field Standards and policy of the CAG regarding fieldwork ii. Ensuring staffing of audit teams with persons possessing appropriate knowledge and skills iii. Increase participation of the auditee entity in the course of audit iv. Supervision, monitoring and reviewv. Peer review. ","(a) i, ii, iii and iv ","(b) i, ii, iv and v","(c) i, ii and iv ",(d) All of the above,B,
" 140. The review of the procedures and practices by a professional, who has not been associated with the specific audit with a view to ensuring that the best practices and standards have been followed is called",(a) Cadre Review ,(b) Associate Review,(c) Peer Review ,(d) Supplementary Review,C,
 141. Subsequent events are those relevant events which occur and those facts which are discovered after the close of the period covered by the financial statements under audit and before the date of the audit certificate and are of ,(a) favourable nature,(b) unfavourable nature,(c) either favourable or unfavourable nature ,(d) None of the given.,C,
" 142. Procedures to identify subsequent events are: i. making enquiries of management to ascertain their procedures for identifying subsequent events ii. reading minutes of management meetings and board meetingsiii. reviewing the latest available financial information such as post period accounts, budgets and management information iv. obtaining revised guidelines from Headquarters Office v. considering Parliamentary or State Legislature proceedings occurring after the period end which might have an impact on the auditee. ","(a) i, iii, iv and v ","(b) ii, iii, iv and v ","(c) i, ii, iii and iv ","(d) i, ii, iii and v",D,
 143. The audit team should ensure that it has considered the auditee’s ability to continue as a going concern in the foreseeable future at,(a) completion stage,(b) execution stage,(c) planning stage,(d) post-completion stage,A,
" 144. State whether true or false: In the context of auditing the accounts of Governments, all the Government Departments can be considered as going concerns",(a) True,(b) False,,,A,
 145. Management representations are usually sought for the reasons except ,(a) where knowledge of the facts pertaining to a matter is confined to management alone ,(b) to acknowledge management's responsibility for the regularity of expenditure ,(c) to acknowledge management's responsibility for the preparation of the financial statements. ,(d) None of the above,D,
 146. Pick the incorrect one ,"(a) Before beginning, the audit procedures, the audit team should prepare an executive summary of audit findings.","(b) This summary explains the key audit issues, their resolution, agreed adjustments and concludes on the appropriate form of audit certificate.","(c) The summary is reviewed and signed by the Audit Officer, Group Officer (supervising the audit) and Accountant General. ",(d) None of the given,A,
" 147. The executive summary should include i. a summary of the auditee's operations and purpose, the regularity framework within which the auditee operates, the key risks identified and audit issues and their resolution. ii. a commentary on the expenditure and income of the auditee, key balances, unadjusted error and accounting policies in significant account areas iii. details of areas where difficult questions of principle or judgement were involvediv. conclusion on the appropriate form of audit certificate. ","(a) i, ii and iii ","(b) ii, iii and iv","(c) i, iii and iv ",(d) All of the above,D,
" 148. The full rationale should be given in the executive summary, where the proposed audit certificate will be ",(a) other than qualified,(b) other than unqualified,(c) other than disclaimer,(d) other than adverse.,B,
" 149. Effective documentationsi. confirm, support the auditor's opinions and reports and help the auditor's professional development. ii. serve as a source of information for preparing reports or answering any enquiries from the audited entity or from any other party and increase the efficiency and effectiveness of the audit; iii. serve as evidence of the auditor's compliance with Auditing Standards, facilitate planning and supervision and help to ensure that delegated work has been satisfactorily performed iv. save the auditor from audit procedures at planning stage in audits of ensuing years.","(a) ii, iii and iv ","(b) i, ii and iv ","(c) i, ii and iii ",(d) All of the above.,C,
 150. The method of filing documents should recognise that documents fall into category ,"(a) those relevant to the audit of the entity (Government, Department etc. under audit) generally ","(b) those relevant only to the audit of the entity (Government, Department etc. under audit) for a particular year of account ",(c) Both a & b ,(d) None of the given,C,
" 151. The documents to which the auditor needs to refer each year should be placed in a Standing File. This file should contain current information about the organisation itself, such asi. the authority for the audit ii. List of key audit personnel iii. governing legislation iv. organisation’s chart and key personnel v. descriptions of accounting systems and manualsvi. systems evaluations","(a) i, ii, iii, iv and v","(b) i, iii, iv, v and vi ","(c) ii, iii, iv, v and vi",(d) All of the above.,B,
 152. The working paper folders should include documentation which shows i. the names of audit personnel who carried out the audit work ii. the dates when the audit work was carried out by the respective audit personnel iii. the sources of the information / evidence obtained iv. the nature and purpose of the audit tests carried out and the results obtained ,"(a) i, ii and iii ","(b) ii, iii and iv","(c) i, iii and iv ",(d) All of the above.,D,
 153. The broad characteristics of a good working paper arei. Completeness and accuracy ii. Clarity and concisenessiii. Ease of preparationiv. Persistency and continuity ,"(a) i, ii and iii ","(b) ii, iii and iv","(c) i, ii and iv ",(d) All of the above,A,
 154. Who shall be responsible for documenting a good working in following standards?,(a) Audit Officer,(b) Group Officer ,(c) Audit Officer and Group Officer individually and jointly,(d) Audit Officer and Group Officer jointly,C,
 155. What is TeamMate?,(a) an electronic audit sampling software,(b) an electronic documentation software,(c) an electronic audit procedure and method software,(d) an electronic audit reporting software,B,
 156. Account Area Lead Schedule pertaining to financial attest audit is,(a) reviewed by the Audit officer in charge of certification of financial statement and approved by the Group Officer concerned,(b) reviewed and approved by the Group Officer in charge of certification of financial statement,(c) reviewed by the Group Officerin charge of certification of financial statement and approved by the Accountant General ,(d) reviewed by the Audit Officer/Group Officerin charge of certification of financial statement and approved by the Accountant General,D,
" 157. State whether true or false:  Generally, the audit reports on completion of financial audit will be in the form of audit certificates. However, in appropriate cases, a detailed report can be annexed to the audit certificate. ",(a) True,(b) False,,,A,
 158. The general principles of reporting standard arei. Titleii. Signature and date.iii. Objectives and scopeiv. Completeness. v. Addresseevi. Identification of subject matter,"(a) i, ii, iii, iv and v","(b) i, iii, iv, v and vi ","(c) ii, iii, iv, v and vi",(d) All of the above.,D,
 159. The audit opinion will also contain separate sections dealing with except,(a) respective responsibilities of the executive and auditors,(b) the basis of the opinion expressed,(c) remedial action taken or proposed by executive ,(d) the opinion on the financial statements,C,
" 160. In States where the Finance and Appropriation Accounts are compiled by the AG (A&E), primarily responsible for the correctness of the initial and subsidiary accounts as well as ensuring the regularity of financial transactions in accordance with the applicable laws, standards, rules and regulations concerning such accounts and transactions is",(a) the AG (A&E) ,(b) the State Government,"(c) treasuries, offices or departments functioning under the State Government",(d) All of the above.,C,
" 161. The audit certificate should include a statement expressly setting out the basis of the audit opinion. This will include i. a statement certifying that the C&AG has performed his examination in accordance with relevant legislative authority - where there is a legal requirement for him to certify; ii. a statement as to compliance or otherwise with Auditing Standards, together with the reasons for any departure therefrom; iii. a statement that the audit process includes examining, on a test basis, evidence relevant to the amounts, disclosures and regularity of transactions included in the financial statements; and iv. a statement that the audit is planned and performed so as to obtain reasonable assurance that the financial statements are free from material misstatement ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv ",(d) All of the above.,D,
" 162. When, in the judgement of the Accountant General, the financial statements properly present receipts and payments or give a true and fair view and have been prepared in accordance with relevant accounting requirements, the opinion given will be",(a) qualified,(b) unqualified ,(c) disclaimer ,(d) adverse,B,
" 163. Before forming the unqualified opinion, the Accountant General must be satisfied thati. the financial statements have been prepared in accordance with relevant legislation, regulations, instructions of Finance Department, Government Accounting and applicable accounting standards. Any departures are justified and adequately explained in the financial statements ii. there is adequate disclosure of all information relevant to a proper understanding of the financial statements iii. appropriate accounting policies have been consistently applied in the preparation of financial statements. iv. the financial statements are free from material irregularity and therefore that the transactions recorded in them conform with the authority which governs them.","(a) ii, iii and iv ","(b) i, ii and iii ","(c) i, iii and iv ",(d) All of the above,D,
" 164. In forming the judgement about absence of material irregularity, the Accountant General must be satisfied that in all material respects i. transactions comply with the legislation (both primary and secondary) governing them ii. transactions comply with any regulations relating to them issued by a body with the power to do so under the governing legislation; iii. approval of Finance Department or any sponsoring Department has been sought and obtained as required; iv. the financial transactions do not fall within the ambit of the Vote of the Parliament or Legislature. ","(a) i, ii and iii ","(b) ii, iii and iv","(c) i, iii and iv ",(d) All of the above,A,
" 165. Where the Accountant General is unable to satisfy himself that the financial statements are free from material misstatement whether caused by fraud, error or other irregularity, the opinion given will be ",(a) disclaimer ,(b) unqualified ,(c) qualified ,(d) adverse,C,
 166. Opinion to be given on all Excess votes for Appropriation Accounts will be,(a) adverse ,(b) qualified ,(c) unqualified ,(d) disclaimer,B,
 167. Three types of opinion other than unqualified can be issued are except ,(a) except for ,(b) adverse ,(c) disclaimer ,(d) unacceptable.,D,
 168. The manner in which the Accountant General qualifies his opinion depends on,(a)which of the groups the qualification falls into: uncertainty or disagreement ,(b) the strength of the qualification ,(c) Both a & b ,(d) None of the given,C,
" 169. i. The Accountant General should not sign the certification journal until the financial statements and all other financial information contained in a report of which the audited financial statements form a part have been approved by the accounting officer, board, or equivalent persons. ii. Normally, the audit certificate should be positioned immediately after the financial statements and immediately before the statement of executive’s/directors'/management’s responsibilities. iii. The date of a certificate on financial statements is the date on which the C&AG, or his delegate, signs his report expressing his opinion on those statements. iv. The C&AG will personally sign certificates on financial statements with the exception of those where he has delegated the responsibility of signing to another Officer","(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv ",(d) All of the above,B,
 170. i. The recommendations to the auditee towards improvement in their financial management and controls would be auditor’s value addition in the overall financial management on completion of financial attest audit is communicated to the management through Management Letter.ii. The Management Letter is distinct from and issued in place of the inspection reports after the completion of transaction audit. iii. It should be ensured that the facts presented are correct and the recommendations are realistic and cost-effective. iv. Audit must ensure that nothing communicated to the auditee entity is inconsistent with the audit opinion.,"(a) i, iii and iv ","(b) i, ii and iv ","(c) ii, iii and iv ",(d) All of the above,A,
 171. Pick the incorrect one regarding submission of report,(a) Article 151- to the President of India relating to the accounts of the Union,(b) Article 152- to the Governor of the State relating to the accounts of the State ,"(c) Section 49 of the Government of Union Territories Act, 1963- to the Administrator relating to the accounts of the UT having a Legislative Assembly ",(d) None of the given,B,
 172. State whether true or false: The C&AG will personally sign certificates on financial statements with the exception of those where he has delegated the responsibility of signing to another Officer,(a) True,(b) False,,,A,
" 173. The Section of the DPC Act, 1971 that authorises the CAG to delegate any power exercisable by the CAG under the provisions of the Act, or any other law, to any officer of his department, by general or special order is",(a) Section 22 ,(b) Section 24,(c) Section 21 ,(d) Section 23,C,
 174. Authorised for Submission of the report to the President/Governor/Administrator,(a) CAG alone in all the case ,(b) Any authority power to whom delegated by the CAG,(c) Any authority so authorised in case of CAG’s absence on leave or otherwise,(d) Any authority so authorised by the Union Government in consultation with the CAG.,C,
 175. Pick the incorrect one ,(a) Supervision is a day-to-day control to ensure that the audit proceeds satisfactorily and that any problems are immediately attended to. ,(b) Review can take place in stages during the progress of work and after its completion. ,"(c) According to the field standards in the Auditing Standards of the CAG, the work of the audit staff at each level and audit phase should be properly supervised during the audit, and a senior member of the audit staff should review documented work. ",(d) None of the given,D,
" 176. Supervision ensures thati. the members of the audit team have a clear and consistent understanding of the audit plan ii. the audit is carried out in accordance with the auditing standards and practicesiii. working papers contain evidence adequately supporting all conclusions, recommendations and opinions iv. auditee entity responses to audit finding and recommendation are timely and promptly. v. the audit report includes the audit conclusions, recommendations and opinions, as appropriate.","(a) i, ii, iii, and iv ","(b) i, ii, iii and v","(b) ii, iii, iv and v ",(d) All of the above,B,
 177. Pick the incorrect one regarding Supervision at various level,(a) Planning of individual financial audit- Group Officer>Accountant General,(b) Execution- Audit Officer > Group Officer,"(c) Review of periodical report, monitoring and interim appraisal-Accountant General",(d) Post reporting-Audit Officer>Group Officer,D,
 178. Assurance memo,(a) It is assurance that shall be furnished by the audit team on completion of the financial audit and on completion of the audit of each unit,(b) It is assurance that shall be furnished by the auditee entity on completion of the financial audit and on completion of the audit of each unit ,(c) Both a & b ,(d) None,A,
 179. The stages of review,"(a) Three-First, Second and third stage review","(b) Three-Lower, Middle and Top stage review",(c) Two stages- First and Second stage review ,(d) Two Stages- Low and Top stage review,C,
 180. Who may design the internal post audit quality review tests for all financial audits?,(a) Audit officer in charge of financial audits ,(b) Group Officer in charge of financial audits,(c) Public Accounts Committee wing,(d) Accountant General,D,
 181. Quality assurance of audit reports depends uponi. Basic conditionsii. quality featuresiii. supporting elementsiv. controls and reviews ,"(a) i, ii and iii ","(b) ii, iii and iv","(c) i, ii and iv ",(d) All of the above,D,
 182. Pick the correct one i. Quality assurance is ‘product-centric’ while quality control is ‘process-centric ii. Quality assurance system concerns all steps and techniques that the auditors must follow to assure good quality audit while quality control system attempts to make sure that the results of audit are what were expected iii. The quality assurance is for the entire life cycle of the audit while quality control measures apply to individual stages or products. iv. Quality assurance system is put in place before the work is undertaken or done while quality control is applied during and after the work is completed,"(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, ii and iv ",(d) All of the above.,B,
 183. Other Information Published with Financial Statements are i. Annual Reports ii. Foreword iii. Report of the Chief Executive Officer of the entity or the Minister or Secretary of the Government iv. Review of activities v. Commentary on performance and achievement of targets vi. Compliance with Citizens’ Charter or other Government initiatives,"(a) i, ii, iii, iv and v","(b) i, ii, iii, iv and vi ","(c) ii, iii, iv, v and vi",(d) All of the above,D,
 184. Which of the following are broadly considered equivalent to directors' reports for Corporations or Government Companies?,(a) Forewords ,(b) Review of activities,(c) Commentary on performance and achievement of targets ,(d) Compliance with Citizens’ Charter or other Government initiatives,A,
 185. Pick the incorrect one ,"(a) If the inconsistency or misstatement is relatively minor and is in a report or commentary that has little direct linkage to the financial statements, the Accountant General should raise the matter in a report to management and it may not be necessary to propose a comment within the audit certificate.","(b) In such cases, the full details with supporting documents should not be furnished to the Headquarters Office of Comptroller and Auditor General of India, while sending the draft audit certificate. ","(c) Where the other information is significantly wrong and is likely to be read with the financial statements, the Accountant General should propose to include an explanatory paragraph within the audit certificate to draw the reader’s attention to audit concerns and clearly identifying the inconsistency or inaccuracy and its location",(d) None of the given,B,
