119. Annual reports of Union Public Service Commissions shall be submitted to ,(a) President ,(b) Ministry of Home Affairs ,(c) Public Account Committee,(d) Parliament,A,,,
120. Which Part of Indian Constitution deals with the Emergency Provision? ,(a) Part XV ,(b) Part XX ,(c) Part XIX,(d) Part XVIII,D,,,
"121. When the offices of both President and Vice-President fall vacant, who shall act as President? ",(a) Speaker of Lok Sabha ,(b) Chief Justice of India ,(c) Chief Election Commissioner,(d) One of the Governor so nominated by the Cabinet,B,,,
122. Pick the incorrectly matched ,(a) Article 352-National Emergency ,(b) Article 356- Provisions in case of failure of constitutional machinery in States ,(c) Article 358-Econimc Emergency,(d) Article 360-Financial Emergency,C,,,
123. A proclamation of National Emergency under Article 352 should be approved by the Parliament ,(a) within one month of such proclamation ,(b) within two months of such proclamation ,(c) within six months of such proclamation,(d) within one year of such proclamation,A,,,
124. A proclamation of National Emergency under Article 352 approved by the Parliament shall be effective for a period ,(a) two years ,(b) one year ,(c) six months,(d) three months,C,,,
"125. In the event of war or external aggression or armed rebellion, the President is empowered to declare an emergency under ",(a) Article 360 ,(b) Article 352 ,(c) Article 356,(d) Any of the above.,B,,,
126. Financial Emergency under Article 360 has been proclaimed ,(a) once ,(b) twice ,(c) thrice,(d) never,D,,,
127. Proclamation of an emergency under Article 352 when Lok Sabha stands dissolved shall ,(a) have no effect of law ,(b) be approved by the Rajya Sabha and will be effective till reconstitution of new Lok Sabha which must approve the same within 30 days of its first sitting ,(c) be approved by the Rajya Sabha and will be effective till reconstitution of new Lok Sabha which must approve the same within 30 months of its first sitting,(d) approved by a joint session of Rajya Sabha and Lok Sabha within 30 months of reconstitution of Lok Sabha,B,,,
128. Every proclamation issued under Article 35shall cease to operate at the expiration of: ,(a) one month unless before that period it has been approved by resolution of both Houses of Parliament ,(b) two months unless before that period it has been approved by resolution of both Houses of Parliament ,(c) Six months unless before that period it has been approved by resolution of both Houses of Parliament,(d) three years unless before that period it has been approved by resolution of both Houses of Parliament,B,,,
129. The President's rule can be proclaimed in a State when ,(a) there is prolonged difference between the Governor and Chief Minister. ,(b) Legislative Assembly of the State concerned is dissolved. ,(c) the President is satisfied on the basis of report of Governor that there is a constitutional failure in the State and in such situation Government of the State cannot be carried on in accordance with the provision of the constitution,(d) All of the above,C,,,
130. The Fundamental Rights which do not get abolished automatically during National Emergency under Article 352 ,(a) Fundamental Rights under Article 19 and Article 20 ,(b) Fundamental Rights under Article 20 and Article 21 ,(c) Fundamental Rights under Article 19 and Article 21,"(d) Fundamental Rights under Article 19, Article 20 and Article 21",B,,,
131. National Emergency under Article 352 has been proclaimed in India ,(a) only once ,(b) twice ,(c) thrice,(d) four time,C,,,
132. Suspension of provisions of Article 19 during emergencies has been provisioned in ,(a) Article 357 ,(b) Article 358 ,(c) Article 361,(d) Article 362,B,,,
133. Suspension of the enforcement of the rights conferred by Part III except those conferred under Article 20 & 21 during emergencies under article ,(a) Article 359 ,(b) Article 355 ,(c) Article 361,(d) Article 362,A,,,
134. Part XX of Indian Constitution deals with ,(a) Miscellaneous ,(b) Amendment to Constitution ,"(c) Temporary, Transitional and Special provisions",(d) Special provisions relating to certain classes,B,,,
135. Article of Indian constitution that deals with constitutional amendments is ,(a) Article 386 ,(b) Article 378 ,(c) Article 366,(d) Article 368,D,,,
"136. Which of the following is true about the constitution (42nd amendment) Act, 1976?", (a) Precedence to directive principles over fundamental rights ,(b). Fundamental duties are included ,(c). Constitutional amendment should not be questioned in any court,(d) All the above,D,,,
137. Right to Education to all children under the age 6-14 was provided by ,(a) 85th Amendment 2001 ,(b) 86th Amendment 2002 ,(c) 100th Amendment 2003,(d) 95th Amendment 2003,B,,,
138. Constitution is stand amended when ,(a) a bill of constitutional amendment is passed by both Loka Sabha and Rajya Sabha ,(b) a bill of constitutional amendment is passed by both Loka Sabha and Rajya Sabha and assented by the President ,"(c) a bill of constitutional amendment is passed by both Loka Sabha, Rajya Sabha and State Assembly and assented by the President",(d) a bill of constitutional amendment is passed by both Loka Sabha and Rajya Sabha and reviewed by the Supreme Court of India,B,,,
"139. Amendment to any of the Lists in the Seventh Schedule, or the representation of States in Parliament, or the provisions of this article 368 shall ratification by the Legislatures of not less than ",(a) one-half of the States ,(b) one-third of the States ,(c) two-third of the States ,(d) three-fourth of the States,A,,,
140. Pick the incorrect one regarding types of amendments in Indian Constitution ,(a) Amendments by simple majority of Parliament ,(b) Amendments by special majority of Parliament ,(c) Amendments by special majority of Parliament and ratification of at-least one-half of the State Legislatures,(d) Amendments by State-Legislature and approved by special majority of the Parliament,D,,,
141. Audit report submitted by the CAG is appraised by Parliament through ,(a) Standing Committee on Audit and Accounts ,(b) Public accounts Committee ,(c) Committee on Public Undertakings,(d) All of the above,C,,,
142. The Parliamentary Committee that has been designated as “Watch-dog” on departmental expenditure and irregularities ,(a) Estimate Committee ,(b) Public accounts Committee ,(c) Committee on Public Undertakings,(d) All of the above,C,,,
143. Who chair the Public Account Committee? ,(a) Leader of Opposition ,(b) Prime Minister ,(c) Speaker of Lok Sabha,(d) Finance Minister,A,,,
144. Chairman of Public Account Committee is appointed by ,(a) Cabinet ,(b) Speaker of Lok Sabha ,(c) President,(d) Chairman of Rajya Sabha,B,,,
145. Pick the incorrect regarding Public Account Committee ,"(a) Public Account Committee consists of 22 members, 15 from Lok Sabha and 7 from Rajya Sabha ",(b) Term of office of the member is one year. ,(c) A minister cannot elected as a member of Public Account Committee,(d) None of the above,D,,,
146. Pick the incorrect regarding Committee on Public Undertaking ,"(a) Committee on Public Undertaking consists of 22 members, 15 from Lok Sabha and 7 from Rajya Sabha ",(b) Term of office of the member is one year. ,(c) A minister can be elected as a member of Committee on Public Undertaking,(d) None of the above,C,,,
147. The Audit and Accounts Regulations has been issued in pursuance of ,(a) Section 21 of the DPC Act ,(b) Section 22 of the DPC Act ,(c) Section 23 of the DPC Act,(d) Section 24 of the DPC Act,C,,,
148. Audit has been categorised into three class. Pick the incorrect one ,(a) Compliance Audit ,(b) Performance Audit ,(c) Performance Audit,(d) Supplementary Audit,D,,,
149. Extent of audit means ,(a) the quantum of audit including the period ,(b) the units of the auditable entity ,(c) the extent of test check and the boundaries of audit enquiry to be covered in an audit.,(d) All of the above.,D,,,
150. Audit will be conducted ,"(a) with reference to such accounts, vouchers and records as may be received in the audit office and/or in the accounts office and may include online data, information and documents of the auditable entity ",(b) in the office of the auditable entity or at the site where the relevant records for audit are available or at such other place as may be decided by Executive/Auditee unit. ,(c) Both a & b,(d) None of the given,A,,,
151. The auditing standards include the i. Basic postulates ii. General standards iii. Field standards iv. Reporting standards ,"(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,D,,,
"152. Match the following Standard-->  Brief Description: A: Basic Postulates; B: General Standards; C: Field Standards; D: Reporting Standards;  I: establish a foundation for credibility of work of the auditor and the audit institution.;  II: provide an overall framework for the auditor and the audit institution for reporting the results of audit;  III: help in developing auditing standards and guide the auditors in forming their opinions and reports, particularly in cases where no specific standards apply;  IV: provide an overall   framework   for   conducting   and managing an audit.; ","(a) A-I, B-II, C-III and D-IV ","(b) A-II, B-I, C-IV and D-III ","(c) A-III, B-I, C-IV and D-II","(d) A-IV, B-III, C-II and D-I",C,,,
153. Professional Competence is applicable to ,(a) the auditors ,(b) the audit institutions ,(c) the auditors and the auditee institutions,"(d) the auditors, the auditee institutions and auditee units",C,,,
"154. Which describes the qualifications of the auditor and the audit institution, the compliance of which enables them to carry out the tasks related to conduct of audit and reporting of audit findings in a competent and effective manner? ",(a) Basic Postulates ,(b) General Standards ,(c) Field Standards,(d) Reporting Standards,B,,,
155. The general standards include i. Independence ii. Professional Competence iii. Due care iv. Professional Judgement v. Quality Control ,"(a) i, ii, iii and iv ","(b) i, iii, iv and v ","(c) ii, iii, iv and v",(d) All of the above,D,,,
"156. The elements of the field audit standards are i. Planning ii. Supervision and review iii. Examination and evaluation of internal control iv. Compliance with applicable laws, rules and regulations v. Audit evidence ","(a) ii, iii, iv and v ","(b) i, iii, iv and v ","(c) i, ii, iii and iv",(d) All of the above,D,,,
157. Audit evidence should be ,"(a) Complete, Relevant and Reliable ","(b) Competent, Relevant and Reasonable ","(c) Compact, Reliable and Reasonable","(d) Concise, Relevant and Reliable",B,,,
158. Pick the correct one ,(a) Economy issues focus on the cost of the inputs and processes. Economy occurs where equal- quality resources are acquired at least cost. ,"(b) Efficiency is the relationship between the output, in terms of goods, services or other results and the resources used to produce them. ",(c) Effectiveness is the extent to which objectives are achieved and the relationship between the intended impact and the actual impact of an activity.,(d) All of the above,D,,,
"159. Where the use of financial, human, physical and information resources is such that output is maximised for any given set of resource inputs, or input is minimised for any given quantity and quality of output, it leads to existence of ",(a) economy ,(b) effectiveness ,(c) efficiency,(d) All of the above.,C,,,
"160. Which parameter addresses the issue of whether the scheme, programme or organisation has achieved its objectives? ",(a) economy ,(b) effectiveness ,(c) efficiency,(d) All of the above.,B,,,
"161. On the completion of financial audit, the audit office shall send a draft audit report that will form part of the audit certificate on the accounts to ",(a) the chief executive officer ,(b) the Government ,(c) Audit Review Committee,(d) All of the above,A,,,
162. Audit Report pertaining to financial audit is also called ,(a) Special Audit report ,(b) Supplementary Audit report ,(c) Staff Appraisal Report,(d) Separate Audit report,D,,,
163. Reply to draft audit report on financial audit shall be furnished within ,(a) one week ,(b) two weeks ,(c) four weeks,(d) six weeks,B,,,
164. Who shall create an Audit Arrears Committee? ,(a) the CAG ,(b) the Government concerned ,(c) the AG concerned,(d) the Corporation concerned,D,,,
165. Audit Arrears Committee is created for ,(a) furnishing replies to draft report in time to the AG (Audit) concerned ,(b) a large number of audit observations included in the inspection reports remain outstanding for more than two years ,(c) Both a & b,(d) None of the given.,B,,,
166. Audit Arrears Committee consists of ,(a) senior officer of the corporation concerned ,(b) senior officer of the corporation concerned and officers from audit office. ,(c) senior officer of the corporation and officers from department concerned.,"(d) senior officer of the corporation concerned, officers from audit office and officers from department concerned.",A,,,
167. Who should take steps to ensure constitution of Audit Arrears Committees and their effective functioning? ,(a) the Chief Executive Officer ,(b) the AG (Audit) ,(c) the CAG,(d) the Government,D,,,
168. Role of the C&AG with regard to audit by statutory auditor are ,(a) direct the manner in which the statutory auditor shall audit the accounts of the company and to give to such auditor instructions in regard to any matter relating to the performance of his functions as such ,(b) conduct a supplementary or test audit of the accounts of the company ,(c) None of the above,(d) Both a & b.,D,,,
"169. To conduct an effective audit in an efficient and timely manner, the statutory auditor should prepare the programme of audit ",(a) in consultation with the company ,(b) in consultation with the AG (Audit) ,(c) in consultation with the company and the AG (Audit),"(d) in consultation with the company, the AG (Audit) and the Government concerned.",C,,,
170. Statutory auditor shall furnish reply to the provisional comments of the Accountant General (Audit) within ,(a) three days of issue ,(b) three days of receipt ,(c) seven days of issue,(d) three days of receipt,A,,,
171. Statutory auditor shall retain the record of work done by him in the form of working papers with sufficient details so as to support his observations and conclusions for a period of ,(a) two years unless required for a longer period ,(b) five years unless required for a longer period ,(c) four years unless required for a longer period,(d) seven years unless required for a longer period,B,,,
172. Audit of the a Government company or a deemed Government company by the CAG is called ,(a) Special Audit Report ,(b) Supplementary Audit Report ,(c) Separate Audit Report,(d) Independent Audit Report,B,,,
"173. Appointment of statutory auditor i. The statutory auditor of a Government company or a deemed Government company shall be appointed by the CAG from amongst persons qualified to act as auditors under the Companies Act, 1956 ii. Statutory auditor shall be appointed through a process of selection as may be prescribed and thereafter, re-appoint him on year to year basis unless special circumstances warrant appointment for a longer period. iii. The total period of appointment including the initial appointment should not ordinarily exceed four financial years iv. The statutory auditor shall send acceptance of the audit assignment in writing to the Comptroller and Auditor General within one month of the date of issue of communication of appointment, failing which the offer of appointment is liable to be cancelled without any notice. ","(a) ii, iii and iv ","(b) i, ii and iv ","(c) i, ii and iii",(d) All of the above,C,,,
174. Pick the correct one ,"(a) In case serious irregularities are noticed in the discharge of professional duties by the statutory auditor, the CAG may, if considered necessary, on the recommendation of a committee appointed by him and after giving due opportunity to the statutory auditor to represent, debar him from further appointment as auditor of a Government company or a deemed Government company for such period as may be considered fit. ",(b) The matter may also be referred to the Government for taking disciplinary action against the statutory auditor. ,(c) both a & b,(d) None of the given,A,,,
175. Responsibility with reference to annual accounts of a Government company or a deemed Government company rests with ,(a) the Statutory auditor ,(b) the Management ,(c) the AG (Audit),(d) All of the above,B,,,
176. Who shall be the chairperson of Audit Board? ,(a) the CAG ,(b) the Dy. CAG (Central Revenue) ,(c) the Dy. CAG (Commercial),(d) the AG concerned.,C,,,
"177. In case of both Central and State public sector enterprises, the responsibility for settlement of audit observations lies with ",(a) the management of the company ,(b) the Government concerned ,(c) the CAG for Central PSEs and the AsG for State PSEs,(d) All of the above,A,,,
178. Where audit of Panchayati Raj Institutions and Urban Local Bodies is entrusted to the CAG as Sole Auditor under Section ,(a) 18 or Section 19 of the DPC Act ,(b) 18 or Section 20 of the DPC Act ,(c) 19 or Section 20 of the DPC Act,"(d) 17, 18, 19 or Section 20 of the DPC Act",C,,,
179. The functions of technical guidance and support (TGS) to audit Panchayati Raj Institutions and Urban Local Bodies have been entrusted to the CAG under Section ,(a) 20 of the DPC Act ,(b) 20 (1) of the DPC Act ,(c) 19 (1) of the DPC Act,(d) 20 of the DPC Act,B,,,
180. The AG (Audit) will send to the concerned Secretary or Secretaries to the Government every year an annual technical inspection report based on the results of audit of panchayati raj institutions and urban local bodies conducted by his office during the preceding year by the end of ,(a) April ,(b) September ,(c) June,(d) July,C,,,
181. Heads of departments shall supply to the audit office a list of the offices under them as at the end of December so as to reach the audit office before the end of ,(a) April of the following year ,(b) January of the following year ,(c) March of the following year ,(d) June of the following year,B,,,
182. Pick the incorrect one ,(a) The audit office shall as far as possible give advance intimation of a minimum period of three weeks to the officer in charge of the office to be audited. ,(b) The intimation for audit shall state the likely duration of audit and also provide a list of the basic records that should be kept ready before the arrival of the audit team. ,"(c) In cases where the audit involves an element of surprise check, an advance of a week in maximum needs to be given",(d) None of the above.,C,,,
"183. Cases of failure to provide data, information and documents shall be reported by the audit office to the controlling officer and, if considered necessary, the concerned Government for appropriate action and these authorities shall inform the audit office about the action taken within ",(a) one month of such report ,(b) three months of such report ,(c) two months of such report,(d) four months of such report,B,,,
"184. Results of audit conducted with reference to data, information and documents of any auditable entity that are available in an audit office or an accounts office will be communicated to the auditable entity in the form of ",(a) Audit Notes ,(b) Action Taken Notes ,(c) Inspection Notes,(d) Short Notes,A,,,
185. The audit office shall as far as possible issue the inspection report or audit notes within ,(a) four weeks from the date of completion of audit ,(b) six weeks from the date of completion of audit ,(c) three weeks from the date of completion of audit,(d) eight weeks from the date of completion of audit,B,,,
186. Pick the correct one regarding reply to audit observation by auditable unit ,(a) The officer in charge of the auditable entity shall send the reply to an audit note or inspection report within four weeks of its receipt. ,"(b) Even if it is not feasible to furnish the final replies to some of the observations in the audit note or inspection report within the aforesaid time limit, the first reply shall not be delayed on that account and an interim reply may be given indicating the likely date by which the final reply shall be furnished. ",(c) Both a & b,(d) None of the given.,C,,,
187. The reply shall be sent through the next higher authority along with the observations of that authority in the case of an inspection report that relates to the ,(a) Ministry/Department ,(b) Autonomous Bodies and Local Bodies ,(c) Government Corporation/Companies,(d) Public Works Department.,D,,,
"188. On intimation of the major irregularity by AG (Audit), the Government shall undertake prima facie verification of facts and send to AG (Audit) a preliminary report confirming or denying the facts within ",(a) four weeks of receipt of intimation ,(b) six weeks of receipt of intimation ,(c) two months of receipt of intimation,(d) three months of receipt of intimation,B,,,
189. Pick the correct one ,"(a) Where the fact of major irregularity is not denied by the Government in the preliminary report, the Government shall further send a detailed report to the AG (Audit) inter alia indicating the remedial action taken to prevent recurrence and action taken against those responsible for the lapse ",(b) The detailed report shall be submitted to the AG (Audit) within six months of preliminary report of the Government. ,(c) both a & b,(d) None of the given.,A,,,
190. Pick the incorrect one regarding the significant audit observations to be communicated to Secretary ,(a) The AG (Audit) may write a management letter to the Secretary to Government of the concerned department by the end of July every year communicating significant observations and conclusions emerging out of audit during the preceding year. ,"(b) The management letter shall inter alia mention the systemic and other deficiencies noticed during the period, the extent of control compliance, cases of persistent irregularities and the level of adequacy of response to audit observations, besides the more important individual cases that merit attention and action, with appropriate recommendations where necessary. ",(c) The Secretary shall inform the Accountant General (Audit) of the action taken within a period of three months,(d) None of the above.,A,,,
191. Pick the correct one ,(a) The AG (Audit) of the State shall in the first quarter of each year make an annual public statement regarding pending audit observations relating to the State Government. ,(b) The Chief Secretary to the Government shall in the first quarter of each year make an annual public statement regarding pending audit observations relating to the State Government. ,(c) The Secretary to Finance Department shall in the first quarter of each year make an annual public statement regarding pending audit observations relating to the State Government.,(d) Each Head of Department shall in the first quarter of each year make an annual public statement regarding pending audit observations relating to his department.,D,,,
"192. i. The AG (Audit) shall send a copy of the proposed audit observations in the form of a draft paragraph to the concerned Secretary to Government by name for communicating the comments, observations and explanation of the Government within a period of six weeks from the date of the letter or within such other period of time as may be specified. ii. The AG (Audit) shall also offer to discuss the draft paragraph including draft performance audit report with the Secretary at mutual convenience within the aforesaid period. iii. The AG (Audit) shall simultaneously send one copy of the draft paragraph to the Secretary to the Government, Ministry of Finance or Finance Department, by name. iv. The reply shall be signed by the Secretary or carry an indication of approval by the Secretary. The Accountant General (Audit) shall give full consideration to the reply of the Government. ","(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv",(d) All of the above,B,,,
"193. Consistent with the schedule of preparation, finalisation and presentation of the audit report in the legislature, the AG (Audit) may consider a request made by the concerned Secretary to Government for extension of time for sending the reply to the draft paragraph. Every such request shall ",(a) specify the reasons for seeking extension beyond the time stipulated ,(b) state the date by which the final reply to the draft paragraph shall be sent to the AG (Audit). ,(c) both a & b,(d) None of the above,C,,,
194. Pick the incorrect one ,"(a) Audit report duly signed by the CAG is sent to the Secretary to the Government, Ministry of Finance or Finance Department as the case may be, who shall take prompt action for the submission of the audit report to the President or the Governor or the Administrator for further action and for the presentation of the report in Parliament or the State or Union Territory legislature. ","(b) Copies of the audit reports under Section 19A of the Act shall be sent to the Secretary of the Ministry or department concerned or the Administrator of a Union Territory having legislative assembly, who shall take prompt action for laying the same in the Parliament or the legislature of the State or Union Territory. ",(c) A signed copy of the audit report shall simultaneously be sent to the Secretary to the President or the Governor or the Administrator.,(d) None of the given,C,,,
"195. State whether true or false The Accountant General (Audit) shall send copies of the audit report to the Secretary to Government of concerned department after the presentation of the report in Parliament or the legislature, as the case may be. ",(a) True ,(b) False,,,A,,,
196. Action Taken Note (ATN) is prepared for submission to ,(a) the AG (Audit) ,(b) Secretary Finance Ministry/Department ,(c) President/Governor/Administrator,(d) PAC/COPU,D,,,
"197. i. The Secretary to Government of the concerned department shall send two copies of the draft self- explanatory action taken note to the AG (Audit) for vetting along with the relevant files and documents on which the explanatory note has been formulated, properly referenced and linked. ii. The AG (Audit) shall return the self-explanatory action taken note to the Secretary duly vetted as soon as possible but not later than two months. iii. The Secretary shall send the requisite number of copies of the vetted note, as prescribed by the PAC/COPU, to the secretariat of the PAC/COPU in accordance with the time schedule prescribed by the latter and also forward a copy each to Ministry of Finance or Finance Department as the case may be, and the AG (Audit). iv. The Government’s response on the recommendations of the Public Accounts Committee/Committee on Public Undertakings shall be sent to the Accountant General (Audit) for vetting before its submission to the respective Committee ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,C,,,
"198. In respect the State Government, the AG (Audit) shall report the cases of delay to ",(a) the CAG ,(b) the Chief Secretary ,(c) the Secretary Finance Department,(d) the Governor,B,,,
"199. How many items are there in Union List, State List and Concurrent in Seventh Schedule? ","(a) Union-96, State-66 and Concurrent-55"," (b). Union-97, State-66 and Concurrent-54 ","(c) Union-99, State-63 and Concurrent-53 ","(d) Union-101, State-61 and Concurrent-52",D,,,
