90. Pick the incorrect one ,(a) It is not legitimate to make capital bear the charges for interest on money borrowed to finance the construction of a new project before the project becomes revenue earning. ,(b) The charge of interest to capital in Government accounts is justified only when there would be undue disturbance in the Government's budgetary position by taking interest to revenue. ,(c) The writing back of capitalised interest should be the first charge on any capital receipts or surplus revenues derived from a project when commissioned.,(d) None of the above,A
"91. Pick the correct one in respect of certificate of payment in lieu of vouchers i. Cases where certificates of payments are received in lieu of lost vouchers or payees’ receipts should be audited in detail, as a special case, in the same manner as the original vouchers, if they have been selected for audit. ii. Acceptance of certificates of payments in lieu of wanting paid vouchers will be done, in accordance with the monetary limits prescribed, by the Branch Officer or Group Officer in the Accounts and Entitlement office after exercising the primary accounting checks in the same manner as in the case of original vouchers. iii. Particulars of certificates of payments so accepted will be recorded in a register maintained for the purpose. iv. Unusual features or malafides related to the non-production of original vouchers noticed in the course of audit of these certificates should be brought to the notice of the Accountant General (Audit) for further investigation, if considered necessary. ","(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv",(d) All of the above.,C
92. Pick the correct one ,"(a) Professional judgement represents the application of the individual knowledge, skills and experience of an auditor involved with an assignment and not the collective professional judgement of the all the personnel involved with an assignment. ","(b) Professional judgement represents collaboration with other stakeholders, outside experts and the management in the audit institution. ",(c) Both a & b,(d) All of the above,B
"93. Reporting standards include element i. Reporting standards shall be meant to assist, and not to supersede, prudent judgement of the auditor in framing and reporting audit findings, conclusions and recommendations. ii. The reports should be complete, accurate, objective, convincing, clear, concise, constructive and timely. iii. In formulating the audit opinion or report, the auditor should inter alia give due regard to the materiality of the matter keeping in view the amount, nature and context iv. Performance audits, besides reporting on individual cases of non-compliance and abuse, also require reporting on weaknesses that exist in systems of financial management and internal control ","(a) i, ii and iii ","(b) i, ii and iv ","(c) ii, iii and iv",(d) All of the above,A
"94. Audit of receipts includes an examination of the systems and procedures and their efficacy in respect of i. appropriate action to safeguard the interests of the Government on the orders passed by departmental appellate authorities ii. amounts that may have fallen into arrears, maintenance of records of arrears and action taken for the recovery of the amounts in arrears iii. other ancillary and non-assessment functions including expenditure incurred by the departments iv. amounts of refunds, rebates, drawbacks, remissions and abatements to see that these are correctly assessed and accounted for v. any other matter, as may be determined by the Government ","(a) ii, iii, iv and v ","(b) i, ii, iii and iv ","(c) i, ii, iv and v",(d) All of the above,B
95. Audit Report pertaining to financial audit is also called ,(a) Special Audit report ,(b) Supplementary Audit report ,(c) Staff Appraisal Report,(d) Separate Audit report,D
"95A. Pick the correct about meeting of Audit Board i. One or two technical experts in the related field appointed by the CAG in consultation with the administrative ministry may be co-opted as special invitees. ii. An officer shall be appointed to act as Secretary to the Audit Board who shall keep the minutes of the meetings of the Audit Board. iii. The meetings of the Audit Board shall be held with the available members and there shall be no requirement of a quorum. iv. The Audit Board may at its discretion confine itself to making recommendations for the selection of topics for performance audit and the audit may, thereafter, be conducted by the AG (Audit) without any further reference to the Audit Board. ","(a) ii, iii and iv ","(b) i, ii and iv ","(c) i, ii and iii",(d) All of the above,A
"96. Where external agency or expert is engaged, the following will apply except ","(a) The engagement letter appointing an agency or expert shall clearly specify the terms of reference including the duties, obligations and powers of the agency or expert so associated. ","(b) The audit office shall inform the concerned Government department and the auditable entity regarding the association of the external agency or expert as soon as the engagement letter is issued and before the external agency or expert commences work, including the terms of reference containing the duties, obligations and powers of the agency or expert so associated. ","(c) The audit office shall be responsible for the opinions formed, or the conclusions reached, or the recommendations made in its report on the basis of the work of the external agency or expert.",(d) None of the given,D
"97. DPC Act, 1971 came into force effective from ",(a) 1st April 1971 ,(b) 1st April 1972 ,(c) 15th December 1971,(d) 25th December 1971,C
98. Under Section 15 (2) of the DPC Acts ,"(a) The President/Governor/Administrator may, after the consultation with the CAG, authorise him to carry out the audit of a body or authority receiving Government grant for any specific purpose. ","(b) The President/Governor/Administrator may, after the consultation with the CAG, appoint him the sole auditor of a body or authority receiving Government grant for any specific purpose ","(c) The President/Governor/Administrator may, after the consultation with the CAG, relieve him from scrutinising the procedures by which the sanctioning authority satisfies itself as to the fulfilment of the conditions subject to which such grants or loans were given ","(d) The President/Governor/Administrator may, after the consultation with the CAG, relieve him from audit of a body or authority receiving Government grant for any specific purpose.",D
99. Pick the correct one ,"(a) Declaration regarding cessation of the Government of India (Audit & Accounts) Order, 1936 as adopted by the India (Provisional Constitution) Order, 1947 on the commencement of the Act has been given in Section 26 of DPC Act, 1971 ","(b) CAG (Conditions of Service) Act, 1953 has been repealed by Section 25 of DPC Act, 1971 ",(c) Both A&B,(d) None of the given,C
100. The C&AG’s (D.P.C.S.) Act was passed by Parliament in 1971 to regulate the duties powers and conditions of service of the C&AG of India under Articles ,(a) 148 to 152 ,(b) 148 (3) and 149 ,(c) 148 to 151 ,(d) 148 and 149 (3) ,B
